"Crash.ID","State","Month","Year","Crash.Type","Bus.Involvement","Heavy.Rigid.Truck.Involvement","Articulated.Truck.Involvement","Speed.Limit","Road.User","Gender","Age","National.LGA.Name.2017","Christmas.Period","Easter.Period","Age.Group","Time.of.day"
20203248,"Qld",10,2020,"Multiple","No","No","No","80","Passenger","Female",90,"Noosa (S)","No","No","75_or_older","Night"
20202112,"Vic",10,2020,"Single","No","No","Yes","110","Driver","Male",28,"Mildura (RC)","No","No","26_to_39","Night"
20205053,"WA",10,2020,"Single","No","No","No","110","Driver","Male",24,NA,"No","No","17_to_25","Night"
20201037,"NSW",10,2020,"Single","No","No","No","100","Driver","Male",23,"Greater Hume","No","No","17_to_25","Night"
20205134,"WA",10,2020,"Single","No","No","No","110","Pedestrian","Female",19,NA,"No","No","17_to_25","Day"
20203196,"Qld",10,2020,"Multiple","No","No","Yes","100","Driver","Male",28,"Isaac (R)","No","No","26_to_39","Night"
20206015,"Tas",10,2020,"Multiple","No","No","No","50","Driver","Male",50,"Hobart (C)","No","No","40_to_64","Day"
20207017,"NT",10,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",47,"Alice Springs (T)","No","No","40_to_64","Night"
20202195,"Vic",10,2020,"Single","No","No","No","110","Driver","Male",43,"Mitchell (S)","No","No","40_to_64","Day"
20205091,"WA",10,2020,"Single","No","No","No","110","Passenger","Female",1,NA,"No","No","0_to_16","Night"
20203074,"Qld",10,2020,"Multiple","No","No","No","100","Driver","Female",43,"Mackay (R)","No","No","40_to_64","Day"
20205134,"WA",10,2020,"Single","No","No","No","110","Pedestrian","Male",25,NA,"No","No","17_to_25","Day"
20205032,"WA",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",35,NA,"No","No","26_to_39","Day"
20203073,"Qld",10,2020,"Multiple","No","No","No","60","Passenger","Female",53,"Mount Isa (C)","No","No","40_to_64","Night"
20204020,"SA",10,2020,"Single","No","No","No","110","Passenger","Female",35,"Unincorporated SA","No","No","26_to_39","Day"
20205123,"WA",10,2020,"Single","No","No","No","90","Driver","Male",18,NA,"No","No","17_to_25","Night"
20202017,"Vic",10,2020,"Single","No","No","No","100","Motorcycle rider","Male",40,"Indigo (S)","No","No","40_to_64","Day"
20201253,"NSW",10,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",52,"Penrith","No","No","40_to_64","Night"
20201060,"NSW",10,2020,"Single","No","No","No","80","Driver","Male",38,"Hilltops","No","No","26_to_39","Day"
20205103,"WA",10,2020,"Single","No","No","No","110","Driver","Male",17,NA,"No","No","17_to_25","Night"
20205008,"WA",10,2020,"Multiple","No","No","No","50","Motorcycle rider","Male",62,NA,"No","No","40_to_64","Day"
20205122,"WA",10,2020,"Single","No","No","No","90","Driver","Male",41,NA,"No","No","40_to_64","Night"
20203091,"Qld",10,2020,"Multiple","No","Yes","No","80","Driver","Male",23,"Townsville (C)","No","No","17_to_25","Day"
20202005,"Vic",10,2020,"Single","No","No","No","60","Driver","Male",25,"Swan Hill (RC)","No","No","17_to_25","Night"
20202088,"Vic",10,2020,"Single","No","No","No","100","Driver","Female",36,"Whittlesea (C)","No","No","26_to_39","Day"
20203249,"Qld",10,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",38,"Sunshine Coast (R)","No","No","26_to_39","Night"
20203228,"Qld",10,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",63,"Sunshine Coast (R)","No","No","40_to_64","Day"
20202094,"Vic",10,2020,"Multiple","No","No","No","40","Motorcycle rider","Male",36,"Melbourne (C)","No","No","26_to_39","Night"
20201008,"NSW",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",41,"Lake Macquarie","No","No","40_to_64","Day"
20204010,"SA",10,2020,"Single","No","No","No","80","Driver","Male",22,"Playford (C)","No","No","17_to_25","Night"
20205064,"WA",10,2020,"Single","No","No","No","50","Driver","Male",59,NA,"No","No","40_to_64","Day"
20201003,"NSW",10,2020,"Single","No","No","No","100","Driver","Male",18,"Byron","No","No","17_to_25","Night"
20202175,"Vic",10,2020,"Multiple","No","No","No","110","Driver","Female",52,"Moorabool (S)","No","No","40_to_64","Day"
20203077,"Qld",10,2020,"Single","No","No","No","70","Pedestrian","Male",59,"Brisbane (C)","No","No","40_to_64","Night"
20203037,"Qld",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",47,"Cairns (R)","No","No","40_to_64","Day"
20203050,"Qld",10,2020,"Single","No","No","No","100","Driver","Male",75,"Cloncurry (S)","No","No","75_or_older","Day"
20205077,"WA",10,2020,"Multiple","Yes","No","No","50","Pedal cyclist","Male",54,NA,"No","No","40_to_64","Day"
20203189,"Qld",10,2020,"Single","No","No","Yes","110","Pedestrian","Female",47,"Gympie (R)","No","No","40_to_64","Night"
20205134,"WA",10,2020,"Single","No","No","No","110","Pedestrian","Male",52,NA,"No","No","40_to_64","Day"
20204022,"SA",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",19,"Mount Barker (DC)","No","No","17_to_25","Day"
20202003,"Vic",10,2020,"Multiple","No","No","Yes","50","Motorcycle rider","Male",25,"Melbourne (C)","No","No","17_to_25","Day"
20203139,"Qld",10,2020,"Single","No","No","No","80","Driver","Male",22,"Sunshine Coast (R)","No","No","17_to_25","Night"
20203205,"Qld",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",39,"Logan (C)","No","No","26_to_39","Day"
20203159,"Qld",10,2020,"Single","No","No","No","80","Driver","Male",40,"Cairns (R)","No","No","40_to_64","Night"
20208001,"ACT",10,2020,"Single","No","No","No","50","Passenger","Female",16,NA,"No","No","0_to_16","Night"
20205057,"WA",10,2020,"Single","No","No","No","110","Driver","Male",31,NA,"No","No","26_to_39","Day"
20205065,"WA",10,2020,"Multiple","No","Yes","No","70","Driver","Male",27,NA,"No","No","26_to_39","Day"
20202050,"Vic",10,2020,"Multiple","No","Yes","No","70","Driver","Male",72,"Yarra Ranges (S)","No","No","65_to_74","Day"
20203014,"Qld",10,2020,"Single","No","No","Yes","100","Driver","Male",56,"Mackay (R)","No","No","40_to_64","Day"
20202050,"Vic",10,2020,"Multiple","No","Yes","No","70","Passenger","Female",69,"Yarra Ranges (S)","No","No","65_to_74","Day"
20203029,"Qld",10,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",34,"Logan (C)","No","No","26_to_39","Day"
20202096,"Vic",10,2020,"Single","No","No","No","110","Pedestrian","Male",59,"Pyrenees (S)","No","No","40_to_64","Day"
20201176,"NSW",10,2020,"Multiple","No","No","No","50","Motorcycle rider","Male",18,"Wollongong","No","No","17_to_25","Day"
20204040,"SA",10,2020,"Single","No","No","No","50","Pedestrian","Female",37,"Onkaparinga (C)","No","No","26_to_39","Day"
20205062,"WA",10,2020,"Multiple","No","Yes","No","110","Driver","Male",48,NA,"No","No","40_to_64","Night"
20203010,"Qld",10,2020,"Single","No","No","No","110","Pedestrian","Female",32,"Gold Coast (C)","No","No","26_to_39","Night"
20203192,"Qld",10,2020,"Single","No","No","No","60","Passenger","Male",16,"Toowoomba (R)","No","No","0_to_16","Night"
20203221,"Qld",10,2020,"Multiple","No","No","No","80","Driver","Male",25,"Logan (C)","No","No","17_to_25","Night"
20201270,"NSW",10,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",32,"Fairfield","No","No","26_to_39","Day"
20204035,"SA",10,2020,"Single","No","No","No","60","Driver","Male",80,"Charles Sturt (C)","No","No","75_or_older","Night"
20201026,"NSW",10,2020,"Multiple","No","Yes","No","100","Passenger","Female",37,"Snowy Monaro Regional","No","No","26_to_39","Day"
20206028,"Tas",10,2020,"Multiple","No","No","No","80","Driver","Female",83,"Clarence (C)","No","No","75_or_older","Night"
20205126,"WA",10,2020,"Single","No","No","No","100","Driver","Male",60,NA,"No","No","40_to_64","Day"
20202132,"Vic",10,2020,"Multiple","No","No","No","80","Driver","Male",78,"Greater Geelong (C)","No","No","75_or_older","Day"
20203129,"Qld",10,2020,"Multiple","No","No","No","80","Motorcycle pillion passenger","Female",27,"Brisbane (C)","No","No","26_to_39","Day"
20202066,"Vic",10,2020,"Single","No","No","No","50","Pedestrian","Male",73,"Hume (C)","No","No","65_to_74","Day"
20201079,"NSW",10,2020,"Multiple","No","No","No","100","Motorcycle rider","Male",31,"Narrabri","No","No","26_to_39","Day"
20202024,"Vic",10,2020,"Multiple","No","No","No","60","Driver","Male",73,"Hobsons Bay (C)","No","No","65_to_74","Day"
20203095,"Qld",10,2020,"Multiple","No","No","No","100","Driver","Female",32,"Livingstone (S)","No","No","26_to_39","Day"
20201118,"NSW",10,2020,"Single","No","Yes","No","110","Pedestrian","Male",39,"Cootamundra-Gundagai","No","No","26_to_39","Night"
20203064,"Qld",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",45,"Cook (S)","No","No","40_to_64","Day"
20203056,"Qld",10,2020,"Multiple","No","No","No","100","Driver","Female",79,"Whitsunday (R)","No","No","75_or_older","Day"
20202075,"Vic",10,2020,"Multiple","No","No","No","100","Passenger","Female",48,"Golden Plains (S)","No","No","40_to_64","Night"
20202010,"Vic",10,2020,"Multiple","No","No","Yes","100","Driver","Male",50,"Greater Shepparton (C)","No","No","40_to_64","Night"
20206024,"Tas",10,2020,"Multiple","No","No","No","110","Passenger","Female",15,"Northern Midlands (M)","No","No","0_to_16","Day"
20201164,"NSW",10,2020,"Single","No","No","No","80","Motorcycle rider","Male",81,"Central Coast","No","No","75_or_older","Day"
20206024,"Tas",10,2020,"Multiple","No","No","No","110","Driver","Male",48,"Northern Midlands (M)","No","No","40_to_64","Day"
20201136,"NSW",10,2020,"Single","No","No","No","50","Pedestrian","Male",92,"Bayside","No","No","75_or_older","Day"
20202034,"Vic",10,2020,"Multiple","No","No","Yes","100","Passenger","Male",8,"South Gippsland (S)","No","No","0_to_16","Day"
20201020,"NSW",10,2020,"Single","No","No","No","50","Driver","Male",18,"Cumberland","No","No","17_to_25","Night"
20203209,"Qld",10,2020,"Multiple","No","No","Yes","100","Driver","Female",39,"Mareeba (S)","No","No","26_to_39","Day"
20202128,"Vic",10,2020,"Single","No","No","No","100","Driver","Male",21,"Bass Coast (S)","No","No","17_to_25","Night"
20204052,"SA",10,2020,"Single","No","Yes","No","80","Driver","Male",30,"Adelaide Hills (DC)","No","No","26_to_39","Day"
20201207,"NSW",10,2020,"Single","No","No","No","110","Driver","Male",56,"Hay","No","No","40_to_64","Night"
20203079,"Qld",10,2020,"Single","No","No","No","60","Motorcycle rider","Male",40,"Scenic Rim (R)","No","No","40_to_64","Day"
20206024,"Tas",10,2020,"Multiple","No","No","No","110","Passenger","Female",71,"Northern Midlands (M)","No","No","65_to_74","Day"
20202040,"Vic",10,2020,"Multiple","No","No","No","100","Driver","Male",19,"Yarra Ranges (S)","No","No","17_to_25","Day"
20205015,"WA",10,2020,"Single","No","No","No","110","Driver","Male",25,NA,"No","No","17_to_25","Day"
20201078,"NSW",10,2020,"Multiple","No","No","No","100","Motorcycle rider","Male",64,"Tweed","No","No","40_to_64","Day"
20201174,"NSW",10,2020,"Single","No","No","No","110","Driver","Male",35,"Lake Macquarie","No","No","26_to_39","Night"
20203031,"Qld",10,2020,"Multiple","No","No","No","100","Passenger","Female",59,"Gympie (R)","No","No","40_to_64","Day"
20207026,"NT",10,2020,"Single","No","No","No","70","Pedestrian","Male",37,"Darwin (C)","No","No","26_to_39","Night"
20203250,"Qld",10,2020,"Single","No","No","No","90","Driver","Female",29,"Logan (C)","No","No","26_to_39","Day"
20204085,"SA",10,2020,"Single","No","No","No","100","Driver","Male",59,"Mount Barker (DC)","No","No","40_to_64","Night"
20205039,"WA",10,2020,"Single","No","No","No","110","Driver","Male",65,NA,"No","No","65_to_74","Day"
20201239,"NSW",10,2020,"Single","No","No","No","40","Driver","Male",50,"Kempsey","No","No","40_to_64","Night"
20201012,"NSW",9,2020,"Single","No","No","No","70","Driver","Male",38,"Liverpool","No","No","26_to_39","Day"
20202067,"Vic",9,2020,"Single","No","No","No","50","Pedestrian","Male",1,"Greater Bendigo (C)","No","No","0_to_16","Night"
20201059,"NSW",9,2020,"Single","No","No","No","100","Driver","Male",58,"Weddin","No","No","40_to_64","Night"
20201038,"NSW",9,2020,"Single","No","No","No","100","Driver","Male",84,"Narrabri","No","No","75_or_older","Day"
20202181,"Vic",9,2020,"Single","No","No","No","100","Driver","Male",20,"Buloke (S)","No","No","17_to_25","Day"
20201172,"NSW",9,2020,"Multiple","No","No","No","100","Passenger","Female",97,"Shoalhaven","No","No","75_or_older","Day"
20201083,"NSW",9,2020,"Multiple","No","No","No","100","Driver","Female",69,"Coffs Harbour","No","No","65_to_74","Night"
20201013,"NSW",9,2020,"Multiple","No","No","Yes","110","Driver","Male",57,"Yass Valley","No","No","40_to_64","Night"
20205136,"WA",9,2020,"Single","No","No","Yes",NA,"Driver","Male",55,NA,"No","No","40_to_64","Day"
20201223,"NSW",9,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",36,"Inner West","No","No","26_to_39","Night"
20201152,"NSW",9,2020,"Multiple","Yes","No","No","40","Motorcycle rider","Male",43,"Sydney","No","No","40_to_64","Day"
20201117,"NSW",9,2020,"Single","No","No","No","40","Pedestrian","Male",55,"Parramatta","No","No","40_to_64","Day"
20205120,"WA",9,2020,"Multiple","No","No","No","90","Passenger","Male",33,NA,"No","No","26_to_39","Day"
20203092,"Qld",9,2020,"Single","No","No","No","100","Driver","Male",31,"Toowoomba (R)","No","No","26_to_39","Night"
20202072,"Vic",9,2020,"Single","No","No","No","60","Other/-9","Female",20,"Boroondara (C)","No","No","17_to_25","Day"
20204036,"SA",9,2020,"Multiple","No","No","No","100","Driver","Male",75,"Light (RegC)","No","No","75_or_older","Day"
20201252,"NSW",9,2020,"Single","No","No","No","110","Driver","Male",32,"Hay","No","No","26_to_39","Day"
20202156,"Vic",9,2020,"Multiple","No","No","No","100","Driver","Male",71,"Ballarat (C)","No","No","65_to_74","Day"
20205055,"WA",9,2020,"Multiple","No","No","No","110","Passenger","Male",29,NA,"No","No","26_to_39","Day"
20203110,"Qld",9,2020,"Multiple","No","No","No","60","Driver","Male",76,"Southern Downs (R)","No","No","75_or_older","Day"
20205120,"WA",9,2020,"Multiple","No","No","No","90","Driver","Male",33,NA,"No","No","26_to_39","Day"
20202049,"Vic",9,2020,"Single","No","No","No","100","Driver","Male",61,"Corangamite (S)","No","No","40_to_64","Night"
20202153,"Vic",9,2020,"Single","No","No","No","100","Driver","Male",21,"Campaspe (S)","No","No","17_to_25","Day"
20201066,"NSW",9,2020,"Multiple","No","No","No","50","Driver","Female",83,"Randwick","No","No","75_or_older","Day"
20201250,"NSW",9,2020,"Single","No","No","No","100","Driver","Female",31,"Mid-Western Regional","No","No","26_to_39","Day"
20201133,"NSW",9,2020,"Single","No","No","Yes","100","Pedestrian","Male",26,"Mid-Coast","No","No","26_to_39","Night"
20203178,"Qld",9,2020,"Multiple","No","No","No","80","Passenger","Female",70,"Burdekin (S)","No","No","65_to_74","Day"
20201151,"NSW",9,2020,"Single","No","Yes","No","100","Driver","Male",68,"Yass Valley","No","No","65_to_74","Day"
20203178,"Qld",9,2020,"Multiple","No","No","No","80","Driver","Male",72,"Burdekin (S)","No","No","65_to_74","Day"
20202002,"Vic",9,2020,"Single","No","No","No","50","Driver","Female",53,"Greater Shepparton (C)","No","No","40_to_64","Day"
20203003,"Qld",9,2020,"Single","No","No","No","60","Driver","Female",72,"South Burnett (R)","No","No","65_to_74","Day"
20201033,"NSW",9,2020,"Single","No","No","No","50","Driver","Male",17,"Lismore","No","No","17_to_25","Night"
20205022,"WA",9,2020,"Single","No","No","No","110","Motorcycle rider","Male",58,NA,"No","No","40_to_64","Day"
20201127,"NSW",9,2020,"Multiple","No","No","No","80","Driver","Male",84,"Clarence Valley","No","No","75_or_older","Day"
20201263,"NSW",9,2020,"Multiple","No","No","No","100","Passenger","Female",4,"Walcha","No","No","0_to_16","Day"
20201143,"NSW",9,2020,"Multiple","No","No","No","70","Driver","Female",22,"Cumberland","No","No","17_to_25","Night"
20203190,"Qld",9,2020,"Multiple","No","No","Yes","80","Driver","Female",45,"Cairns (R)","No","No","40_to_64","Day"
20203210,"Qld",9,2020,"Single","No","No","No","60","Driver","Male",25,"Bundaberg (R)","No","No","17_to_25","Night"
20205075,"WA",9,2020,"Single","No","No","No","110","Driver","Male",66,NA,"No","No","65_to_74","Night"
20203134,"Qld",9,2020,"Multiple","No","No","No","60","Driver","Male",22,"Yarrabah (S)","No","No","17_to_25","Night"
20201255,"NSW",9,2020,"Multiple","No","No","No","80","Motorcycle rider","Male",52,"Cessnock","No","No","40_to_64","Day"
20203082,"Qld",9,2020,"Multiple","No","No","Yes","100","Driver","Female",28,"Fraser Coast (R)","No","No","26_to_39","Night"
20208003,"ACT",9,2020,"Multiple","No","No","No","80","Passenger","Male",30,"Unincorporated ACT","No","No","26_to_39","Day"
20205121,"WA",9,2020,"Multiple","No","No","No","50","Pedestrian","Female",37,NA,"No","No","26_to_39","Night"
20203178,"Qld",9,2020,"Multiple","No","No","No","80","Driver","Male",56,"Burdekin (S)","No","No","40_to_64","Day"
20201234,"NSW",9,2020,"Single","No","No","No","100","Driver","Male",31,"Wagga Wagga","No","No","26_to_39","Night"
20203182,"Qld",9,2020,"Single","No","No","No","100","Driver","Male",30,"Gympie (R)","No","No","26_to_39","Day"
20202099,"Vic",9,2020,"Multiple","No","No","No","80","Driver","Male",21,"Wyndham (C)","No","No","17_to_25","Night"
20202014,"Vic",9,2020,"Multiple","No","No","No","70","Driver","Female",64,"Macedon Ranges (S)","No","No","40_to_64","Day"
20201101,"NSW",9,2020,"Single","No","No","No","50","Driver","Male",32,"Walgett","No","No","26_to_39","Night"
20201188,"NSW",9,2020,"Multiple","No","Yes","No","80","Motorcycle rider","Male",70,"The Hills","No","No","65_to_74","Day"
20203028,"Qld",9,2020,"Single","No","No","No","100","Driver","Male",38,"Cook (S)","No","No","26_to_39","Night"
20203153,"Qld",9,2020,"Single","No","No","No","70","Driver","Male",21,"Mareeba (S)","No","No","17_to_25","Day"
20201120,"NSW",9,2020,"Single","No","No","No","70","Driver","Male",23,"Canterbury-Bankstown","No","No","17_to_25","Night"
20205006,"WA",9,2020,"Single","No","No","No","80","Driver","Female",67,NA,"No","No","65_to_74","Day"
20202145,"Vic",9,2020,"Multiple","No","No","No","60","Passenger","Male",16,"Greater Bendigo (C)","No","No","0_to_16","Night"
20203245,"Qld",9,2020,"Multiple","No","No","No","100","Driver","Male",52,"Townsville (C)","No","No","40_to_64","Day"
20201128,"NSW",9,2020,"Multiple","No","No","No","60","Motorcycle rider","Female",27,"Liverpool","No","No","26_to_39","Night"
20202179,"Vic",9,2020,"Single","No","No","No","80","Driver","Male",46,"Knox (C)","No","No","40_to_64","Day"
20203142,"Qld",9,2020,"Multiple","No","No","No","60","Driver","Male",50,"Brisbane (C)","No","No","40_to_64","Night"
20201096,"NSW",9,2020,"Multiple","No","No","Yes","50","Driver","Female",39,"Bayside","No","No","26_to_39","Day"
20204060,"SA",9,2020,"Multiple","No","No","Yes","100","Driver","Female",21,"Port Pirie City and Dists (M)","No","No","17_to_25","Night"
20203191,"Qld",9,2020,"Multiple","No","No","Yes","100","Driver","Male",18,"Cassowary Coast (R)","No","No","17_to_25","Day"
20205056,"WA",9,2020,"Multiple","No","No","No","60","Motorcycle rider","Male",43,NA,"No","No","40_to_64","Night"
20205100,"WA",9,2020,"Single","No","No","No","80","Motorcycle rider","Male",53,NA,"No","No","40_to_64","Day"
20202061,"Vic",9,2020,"Single","No","No","No","100","Driver","Female",60,"South Gippsland (S)","No","No","40_to_64","Night"
20201087,"NSW",9,2020,"Multiple","No","No","No","70","Motorcycle rider","Female",52,"Central Coast","No","No","40_to_64","Day"
20201190,"NSW",9,2020,"Multiple","No","No","No","70","Motorcycle rider","Male",45,"Cumberland","No","No","40_to_64","Night"
20201235,"NSW",9,2020,"Single","No","No","No","100","Motorcycle rider","Male",28,"Eurobodalla","No","No","26_to_39","Day"
20203218,"Qld",9,2020,"Single","No","No","No","100","Driver","Male",45,"Cloncurry (S)","No","No","40_to_64","Night"
20203032,"Qld",9,2020,"Multiple","Yes","No","No","60","Motorcycle rider","Male",45,"Brisbane (C)","No","No","40_to_64","Day"
20203115,"Qld",9,2020,"Single","No","No","No","100","Passenger","Female",23,"Central Highlands (R) (Qld)","No","No","17_to_25","Night"
20202057,"Vic",9,2020,"Single","No","No","No","100","Passenger","Male",21,"Greater Shepparton (C)","No","No","17_to_25","Day"
20203154,"Qld",9,2020,"Single","No","No","No","100","Driver","Male",25,"North Burnett (R)","No","No","17_to_25","Night"
